回,問番号,科目,テーマ,テーマ出題数_10年,テーマ出題回数_10年,設問形式,計算問題,図構造式,選択肢数,問題文字数,問題文,選択肢1,選択肢2,選択肢3,選択肢4,選択肢5,正答,正答率,類題
104,47,薬剤,薬物動態パラメータ・計算,26,10,肯定形,○,○,,166,体内動態が線形1︲コンパートメントモデルに従う薬物を静脈内定速注入したとき、血中濃度は下図のような推移を示した。この薬物の消失半減期（hr）に最も近い値はどれか。1つ選べ。） L m / g n （度濃物薬中血20 15 10 5 0 1 2 2 4 3 6 4 8 5 10 0 2 4 6 8 10 12 14 16時間（hr）,,,,,,1,,102-44 102-45 102-46 102-47 102-48 103-43 103-46 103-47 104-41 104-46 105-45 105-46 105-47 106-43 106-46 106-47 107-45 108-46 109-46 110-46 110-47 110-48 111-43 111-45 111-46
104,48,薬剤,相互作用・TDM,5,5,肯定形,,,5,36,治療薬物モニタリング（TDM）の実施が推奨される薬物はどれか。1つ選べ。,イトラコナゾール,オメプラゾール,バンコマイシン,ベラパミル,モルヒネ,3,,107-47 108-48 109-47 111-47
104,49,薬剤,製剤各論・製剤総則,13,8,肯定形,,○,5,56,日本薬局方に基づき、溶液の濃度を（1 → 10）で表したときの意味として正しいのはどれか。1つ選べ。1固形の薬品,g を溶媒10 mL に溶かす。,液状の薬品1 g を溶媒10 mL に溶かす。,固形の薬品1 g を溶媒に溶かして全量を10 g にする。,液状の薬品1 g を溶媒に溶かして全量を10 g にする。,固形の薬品1 g を溶媒に溶かして全量を10 mL にする。,5,,102-55 103-50 103-52 103-53 104-52 105-53 106-53 106-54 107-52 107-53 109-54 111-53
104,50,薬剤,製剤材料の物性,35,10,肯定形,,,5,35,点眼剤の保存剤として利用される陽イオン性界面活性剤はどれか。1つ選べ。,ラウリル硫酸ナトリウム,レシチン,タウロコール酸,ベンザルコニウム塩化物,ラウロマクロゴール,4,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-51 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
104,51,薬剤,製剤材料の物性,35,10,肯定形,,,5,33,せん断応力の増加に伴い、みかけ粘度が増大するのはどれか。1つ選べ。,ビンガム流動,準塑性流動,ダイラタント流動,準粘性流動,ニュートン流動,3,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-53 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
104,52,薬剤,製剤各論・製剤総則,13,8,肯定形,,,5,19,皮膚に適用する液剤はどれか。1つ選べ。,エリキシル剤,シロップ剤,パップ剤,リニメント剤,リモナーデ剤,4,,102-55 103-50 103-52 103-53 104-49 105-53 106-53 106-54 107-52 107-53 109-54 111-53
104,53,薬剤,製剤材料の物性,35,10,肯定形,,,5,41,日本薬局方に規定されている全ての注射剤の安全性の確保に必須なのはどれか。1つ選べ。,等張化剤の添加,着色剤の添加,保存剤の添加,エンドトキシンの除去,無菌性の保証,5,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-54 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
104,54,薬剤,製剤材料の物性,35,10,肯定形,,,5,28,日本薬局方の溶出試験法が適用されるのはどれか。1つ選べ。,透析用剤,坐剤,軟膏剤,点耳剤,散剤,5,,102-50 102-51 102-52 102-53 103-48 103-49 103-51 103-54 104-50 104-51 104-53 105-48 105-50 106-49 106-50 106-52 107-48 107-49 108-49 108-50 108-52 108-53 109-49 109-50 109-52 109-53 110-49 110-50 110-51 110-52 111-48 111-49 111-50 111-51
104,55,薬剤,代謝,14,10,肯定形,,,5,52,消化管吸収後、体内で CYP2A6によって代謝され、抗悪性腫瘍作用を示すプロドラッグはどれか。1つ選べ。,テガフール,イリノテカン,ドキシフルリジン,サラゾスルファピリジン,アラセプリル,1,,102-43 103-44 103-45 104-44 105-43 105-44 106-44 107-44 108-44 108-47 109-44 110-44 111-44
104,56,病態・薬物治療,腎・泌尿器疾患,5,5,肯定形,,,5,30,腎機能の低下などにより尿量が減少する症候はどれか。1つ選べ。,残尿,尿失禁,乏尿,尿閉,血尿,3,,103-69 106-62 109-63 111-60
104,57,病態・薬物治療,消化器・肝疾患,3,3,肯定形,,,5,22,肝硬変で高値を示す検査値はどれか。1つ選べ。,血小板数,血清アルブミン濃度,血清総コレステロール濃度,血清 c︲グロブリン濃度,血清コリンエステラーゼ活性,4,,106-63 108-62
104,58,病態・薬物治療,副作用・薬剤性疾患,18,9,肯定形,,○,5,73,第Ⅱ誘導により得られた心電図（下図）において、QT 間隔に当たるのはどれか。1つ選べ。 ａ ｂ ｃ ｄ ｅ V m 5 . 0 0 . 2 sec,ａ～ｄ間,ａ～ｅ間,ｂ～ｄ間,ｂ～ｅ間,ｃ～ｄ間,2,,103-68 103-70 105-58 106-56 106-68 107-57 108-58 108-60 108-65 108-66 108-69 109-59 109-61 110-57 110-58 111-57 111-65
104,59,病態・薬物治療,がん,13,9,肯定形,,○,5,28,食道がんの腫瘍マーカーとして有用なのはどれか。1つ選べ。,AFP,NSE,SCC 抗原,PIVKA︲Ⅱ,CA 15︲3,3,,102-56 102-63 102-66 103-56 104-65 105-57 105-59 106-67 107-67 108-56 110-68 111-67
104,60,病態・薬物治療,循環器疾患,14,6,否定形,,,5,35,右心不全を伴わない左心不全の主な症状に該当しないのはどれか。1つ選べ。,急性肺水腫,下肢浮腫,呼吸困難,血圧低下,尿量減少,2,,102-57 102-60 102-69 105-56 105-63 108-59 108-61 108-63 108-68 110-56 110-59 111-58 111-68
104,61,病態・薬物治療,精神・神経疾患,16,8,否定形,,,5,30,てんかん発作のうち、意識障害を伴わないのはどれか。1つ選べ。,脱力発作,単純部分発作,欠神発作,複雑部分発作,強直間代発作,2,,102-61 103-60 104-62 105-62 106-58 106-59 106-64 107-58 107-59 107-60 107-61 107-62 109-56 109-57 110-60
104,62,病態・薬物治療,精神・神経疾患,16,8,肯定形,,,5,78,客観的な危険が存在しないのに、急な不安に襲われ、動悸、呼吸困難、めまいなどの自律神経症状を伴い、通常30分以内に症状が改善する不安神経症はどれか。1つ選べ。,全般性不安障害,外傷後ストレス障害,強迫性障害,パニック障害,解離性障害,4,,102-61 103-60 104-61 105-62 106-58 106-59 106-64 107-58 107-59 107-60 107-61 107-62 109-56 109-57 110-60
104,63,病態・薬物治療,感染症,12,8,肯定形,,,5,24,細菌感染が原因となる皮膚疾患はどれか。1つ選べ。,蜂窩織炎,アトピー性皮膚炎,尋常性乾癬,帯状疱疹,じん麻疹,1,,102-64 102-65 104-66 105-67 106-65 106-66 108-67 109-67 110-65 110-70 111-61
104,64,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,45,免疫複合体が組織に沈着することによって引き起こされるアレルギー反応の型はどれか。1つ選べ。,Ⅰ型,Ⅱ型,Ⅲ型,Ⅳ型,Ⅰ型とⅡ型の複合型,3,,102-62 103-61 103-62 104-69 105-61 105-64 105-70 107-66 108-64 110-61 110-67
104,65,病態・薬物治療,がん,13,9,肯定形,,,5,34,がんに伴う疼痛のうち、プレガバリンが最も有効なのはどれか。1つ選べ。,神経障害による痛み,臓器へのがん浸潤による痛み,術後の創部の痛み,消化管閉塞による痛み,骨転移による痛み,1,,102-56 102-63 102-66 103-56 104-59 105-57 105-59 106-67 107-67 108-56 110-68 111-67
104,66,病態・薬物治療,感染症,12,8,肯定形,,,5,32,菌交代現象による偽膜性大腸炎の代表的な起因菌はどれか。1つ選べ。,Streptococcus pneumoniae,Clostridium difficile,Mycobacterium tuberculosis,Salmonella typhi,Vibrio cholerae,2,,102-64 102-65 104-63 105-67 106-65 106-66 108-67 109-67 110-65 110-70 111-61
104,67,病態・薬物治療,医薬品情報・EBM,11,7,否定形,,,5,42,要指導医薬品及び一般用医薬品の添付文書への記載項目に該当しないのはどれか。1つ選べ。,製品の特徴,使用上の注意,効能又は効果,臨床成績,用法及び用量,4,,102-67 103-66 104-68 104-70 107-68 107-69 109-68 109-70 110-69 111-70
104,68,病態・薬物治療,医薬品情報・EBM,11,7,肯定形,,,5,50,学術論文収載雑誌の評価指標で、掲載された研究論文の被引用数に基づいて算出される値はどれか。1つ選べ。,リスクファクター,インパクトファクター,国際標準図書番号（ISBN）,デジタルオブジェクト識別子（DOI）,フェイススケール,2,,102-67 103-66 104-67 104-70 107-68 107-69 109-68 109-70 110-69 111-70
104,69,病態・薬物治療,呼吸器・アレルギー疾患,12,7,肯定形,,,5,38,気管支喘息の発作治療薬（リリーバー）として用いられる薬物はどれか。1つ選べ。,フルチカゾンプロピオン酸エステル,カルテオロール塩酸塩,アゼラスチン塩酸塩,モンテルカストナトリウム,プロカテロール塩酸塩水和物,5,,102-62 103-61 103-62 104-64 105-61 105-64 105-70 107-66 108-64 110-61 110-67
104,70,病態・薬物治療,医薬品情報・EBM,11,7,否定形,,,5,44,問題志向型システム（POS）による問題解決の過程として、該当しないのはどれか。1つ選べ。,患者情報の収集,情報の公開,問題の明確化,初期計画の立案,計画の実施,2,,102-67 103-66 104-67 104-68 107-68 107-69 109-68 109-70 110-69 111-70
104,71,法規・制度・倫理,医療保険・介護保険,14,8,肯定形,,,5,27,薬剤師に関する記述のうち、正しいのはどれか。1つ選べ。,薬剤師の免許の効力は、薬剤師国家試験に合格した時から生じる。,薬剤師以外の者が調剤を行うことは、例外なく禁止されている。,薬剤師名簿への登録を行えば、自動的に保険薬剤師として登録される。,薬剤師でなければ、薬剤師又はこれにまぎらわしい名称を用いてはならない。,薬剤師の品位を損するような行為を行っても、免許を取り消されることはない。,4,,102-76 102-78 105-73 106-78 106-79 108-73 108-77 108-78 109-79 110-77 111-72 111-78 111-79
104,72,法規・制度・倫理,販売制度・リスク区分,4,3,否定形,,,5,26,店舗販売業において販売できないのはどれか。1つ選べ。,要指導医薬品,第一類医薬品,第二類医薬品,第三類医薬品,処方箋医薬品,5,,103-76 109-76 109-78
104,73,法規・制度・倫理,毒薬・劇薬・毒物劇物,5,5,肯定形,,,5,57,特定生物由来製品について、直接の容器又は直接の被包に記載しなければならない「特生物」の表示方法はどれか。1つ選べ。,白地に赤枠、赤字,白地に赤枠、黒字,白地に黒枠、黒字,白地に黒枠、赤字,赤地に白字（枠なし）,3,,103-79 105-72 107-75 110-74
104,74,法規・制度・倫理,薬剤師法,13,8,肯定形,○,,5,65,医療の担い手が医療を提供するに当たり、適切な説明を行い、医療を受ける者の理解を得るよう努めることを求めているのはどれか。1つ選べ。,医薬品医療機器等法,医師法,健康保険法,医療法,薬剤師法,4,,102-72 102-73 102-75 105-79 106-72 106-73 107-71 107-72 107-78 108-71 109-73 110-71
104,75,法規・制度・倫理,麻薬・向精神薬・覚醒剤,9,6,肯定形,,,5,30,都道府県知事の免許を受けることが必要なのはどれか。1つ選べ。,麻薬製剤業者,麻薬輸出業者,麻薬輸入業者,麻薬小売業者,麻薬製造業者,4,,105-71 105-77 106-75 106-76 106-77 107-76 109-77 111-77
104,76,法規・制度・倫理,薬機法・医薬品の分類,18,9,否定形,,,5,42,製造物責任法の対象にならないのはどれか。1つ選べ。ただし、免責事由はないものとする。,一般用医薬品,血液製剤,要指導医薬品,薬局製造販売医薬品,調剤された薬剤,5,,103-73 103-74 103-80 104-78 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-72 110-73 110-75 111-71 111-75
104,77,法規・制度・倫理,医療法・医療提供体制,7,7,否定形,,,5,28,地域における薬局の役割に該当しないのはどれか。1つ選べ。,在宅医療への参画,地域住民の健康診断,医薬品の販売・調剤,生活習慣病等の健康相談応需,薬物乱用防止活動,2,,102-74 103-72 105-76 107-80 110-76 111-74
104,78,法規・制度・倫理,薬機法・医薬品の分類,18,9,肯定形,,,5,29,医薬品の GLP の説明として正しいのはどれか。1つ選べ。,医薬品の製造管理及び品質管理の基準,医薬品の臨床試験の実施の基準,医薬品の安全性に関する非臨床試験の実施の基準,医薬品の製造販売後安全管理の基準,医薬品の適正な流通管理の基準,3,,103-73 103-74 103-80 104-76 105-75 105-78 105-80 106-80 107-77 108-76 109-74 109-75 110-72 110-73 110-75 111-71 111-75
104,79,法規・制度・倫理,倫理・臨床研究,9,8,否定形,,,5,25,生命倫理の四原則に含まれないのはどれか。1つ選べ。,善行原則,正義原則,自律尊重原則,優生原則,無危害原則,4,,102-79 103-77 103-78 106-71 107-79 108-79 109-72 110-78
104,80,法規・制度・倫理,コミュニケーション・患者中心の医療,7,6,肯定形,,,5,30,コミュニケーションにおける言語メッセージはどれか。1つ選べ。,手話,対人距離,声の調子,姿勢,表情,1,,102-80 108-80 109-71 109-80 110-80 111-80
104,81,実務,服薬タイミング・投与計画,6,4,否定形,,,5,22,7日間連日服用できないのはどれか。1つ選べ。,アトルバスタチンカルシウム水和物,アムロジピンベシル酸塩,葉酸,メトトレキサート,メトホルミン塩酸塩,4,,104-85 104-87 105-82 110-82 111-89
104,82,実務,治験・臨床研究の実務,5,5,否定形,,,5,34,臨床試験を遂行するに当たり、公開してはいけないのはどれか。1つ選べ。,利益相反,被験者個人情報,研究資金源,主要評価項目,倫理的配慮,2,,102-81 103-83 107-81 111-85
104,83,実務,注射・無菌調製・配合変化,11,6,否定形,,,5,51,以下の薬物を主薬とする注射剤のうち、一般病棟での病棟在庫の医薬品として適切でないのはどれか。1つ選べ。,ヒドロコルチゾンコハク酸エステルナトリウム,インスリンヒト（遺伝子組換え）,クロルフェニラミンマレイン酸塩,塩化カリウム,アトロピン硫酸塩水和物,4,,103-81 103-85 103-90 107-84 107-85 108-82 108-85 109-82 111-81 111-83
